Date,GoldPriceUSD,GEPUCURRENT,WUIGLOBALSMPAVG,GoldReturn
31-07-2008,913.9000244140625,94.51749651448864,12943.17,-0.013369024
31-08-2008,829.2999877929688,90.21586429676192,12943.17,-0.097139226
30-09-2008,874.2000122070312,167.7251947971869,12943.17,0.05272724
31-10-2008,716.7999877929688,205.89682697852163,13841.78,-0.198512352
30-11-2008,816.2000122070312,143.37496436179003,13841.78,0.12986259329681468
31-12-2008,883.5999755859375,145.8001508429611,13841.78,0.079345006
31-01-2009,927.2999877929688,146.20779637480445,14532.99,0.048272681
28-02-2009,941.5,147.74638948217805,14532.99,0.015197223
31-03-2009,922.5999755859375,132.23514802850184,14532.99,-0.020278603
30-04-2009,890.7000122070312,103.52823595919216,13059.04,-0.035188061
31-05-2009,978.7999877929688,103.56915217067498,13059.04,0.094319635
30-06-2009,927.0999755859375,109.78916912160588,13059.04,-0.054265911
31-07-2009,953.7000122070312,101.1983085520858,14065.57,0.028287761
31-08-2009,951.7000122070312,98.20278414708818,14065.57,-0.002099297
30-09-2009,1008,99.36310922,14065.57,0.057473577
31-10-2009,1039.699951171875,86.31598557,13742.63,0.030963993388942092
30-11-2009,1181.0999755859375,99.39856171511917,13742.63,0.12751402392693104
31-12-2009,1095.199951171875,98.36828306098833,13742.63,-0.075509237
31-01-2010,1083,112.99382275500916,14421.22,-0.011201982
28-02-2010,1118.300048828125,111.28820801701144,14421.22,0.032074750695965076
31-03-2010,1113.300048828125,107.51686468749764,14421.22,-0.004481097
30-04-2010,1180.0999755859375,103.7608636,15644.23,0.058270538
31-05-2010,1212.199951171875,146.78330186043922,15644.23,0.026837690293026302
30-06-2010,1245.5,133.7918946255658,15644.23,0.027100205465636195
31-07-2010,1181.699951171875,141.87095283138484,16127.06,-0.052583017
31-08-2010,1248.300048828125,120.98945524077494,16127.06,0.054828626
30-09-2010,1307.800048828125,132.5702001950746,16127.06,0.046563708690552666
31-10-2010,1357.0999755859375,122.75940411617226,14742.34,0.037003679
30-11-2010,1385,127.45790743353676,14742.34,0.020350087523991377
31-12-2010,1421.0999755859375,130.31700628299404,14742.34,0.025731062796683263
31-01-2011,1333.800048828125,110.4194831095116,16075.88,-0.063399155
28-02-2011,1409.300048828125,93.86893767480444,16075.88,0.055061114
31-03-2011,1438.9000244140625,127.20476399025574,16075.88,0.020785787892001608
30-04-2011,1556,115.82913357820516,16742.34,0.078239476
31-05-2011,1535.9000244140625,89.05446192230701,16742.34,-0.013001881
30-06-2011,1502.300048828125,117.35854282337752,16742.34,-0.022119245
31-07-2011,1628.300048828125,156.65293190625903,19621.82,0.080539256
31-08-2011,1828.5,214.7608692,19621.82,0.1159594028320819
30-09-2011,1620.4000244140625,190.36666918755668,19621.82,-0.120822911
31-10-2011,1724.199951171875,166.23177849408916,18218.82,0.062090099
30-11-2011,1745.5,197.92892740903724,18218.82,0.012277901088559457
31-12-2011,1565.800048828125,182.55802579846565,18218.82,-0.108644141
31-01-2012,1737.800048828125,161.79194842402654,19113.69,0.10422306684481943
29-02-2012,1709.9000244140625,142.45978815091982,19113.69,-0.01618507
31-03-2012,1669.300048828125,134.53590043512256,19113.69,-0.024030497
30-04-2012,1663.4000244140625,127.40059663404288,25315.06,-0.003540691
31-05-2012,1562.5999755859375,160.24113615708552,25315.06,-0.06251263
30-06-2012,1603.5,189.01717140673472,25315.06,0.025837655194565958
31-07-2012,1610.5,160.0987179926754,23764.51,0.00435595
31-08-2012,1684.5999755859375,122.85137689835476,23764.51,0.044983443
30-09-2012,1771.0999755859375,151.9695311792522,23764.51,0.050072676
31-10-2012,1717.5,159.4238779,22170.6,-0.030731064
30-11-2012,1710.9000244140625,173.6180263210879,22170.6,-0.003850183
31-12-2012,1674.800048828125,168.38461002595778,22170.6,-0.021325778
31-01-2013,1660.5999755859375,167.7715657,23274.25,-0.008514816
28-02-2013,1577.699951171875,125.44168476528692,23274.25,-0.051210909
31-03-2013,1594.800048828125,141.44328266727538,23274.25,0.010780307809804338
30-04-2013,1472.199951171875,133.47059526447094,21872.17,-0.07999052
31-05-2013,1392.5999755859375,106.18549231860835,21872.17,-0.055585361
30-06-2013,1223.800048828125,119.3632890729638,21872.17,-0.129211674
31-07-2013,1312.4000244140625,108.30237355788412,21941.48,0.069896729
31-08-2013,1396.0999755859375,118.26731316287692,21941.48,0.061825076817717074
30-09-2013,1326.5,132.58017331601403,21941.48,-0.051138723
31-10-2013,1323.5999755859375,158.5994635,23593.38,-0.002188616
30-11-2013,1250.5999755859375,96.29113840333136,23593.38,-0.056731862
31-12-2013,1201.9000244140625,119.24054820045376,23593.38,-0.039719758
31-01-2014,1240.0999755859375,110.9289926344892,21355.19,0.031288343549921105
28-02-2014,1321.4000244140625,98.14128831263221,21355.19,0.063499797
31-03-2014,1283.4000244140625,113.49510358273474,21355.19,-0.029178974
30-04-2014,1295.5999755859375,101.62263434570993,20741.19,0.009461064
31-05-2014,1245.5999755859375,104.08875737900688,20741.19,-0.039356568
30-06-2014,1321.800048828125,86.59427635011201,20741.19,0.059377159
31-07-2014,1281.300048828125,93.13379454,18590.66,-0.031119255
31-08-2014,1285.800048828125,99.41232318350193,18590.66,0.003505905
30-09-2014,1210.5,123.4526822,18590.66,-0.060347633
31-10-2014,1171.0999755859375,119.1751718463842,19159.67,-0.03309004
30-11-2014,1175.199951171875,113.9488466,19159.67,0.003494847
31-12-2014,1183.9000244140625,111.4333376378491,19159.67,0.00737579
31-01-2015,1278.5,136.08464657244377,21909.18,0.076873422
28-02-2015,1212.5999755859375,112.94829907376828,21909.18,-0.052920721
31-03-2015,1183.0999755859375,103.86603694145496,21909.18,-0.024628703
30-04-2015,1182.4000244140625,102.0558797147879,22376.54,-0.0005918
31-05-2015,1189.4000244140625,106.31625584619088,22376.54,0.005902707
30-06-2015,1171.5,117.28276651870368,22376.54,-0.01516402
31-07-2015,1094.9000244140625,128.5320696472108,22771.92,-0.067621922
31-08-2015,1131.5999755859375,130.7488629289915,22771.92,0.032969482
30-09-2015,1115.5,174.29405501860592,22771.92,-0.014329804
31-10-2015,1141.5,125.1166568275824,27336.31,0.023040452097263037
30-11-2015,1065.800048828125,101.77546795000949,27336.31,-0.06861745
31-12-2015,1060.300048828125,112.97318678619725,27336.31,-0.005173804
31-01-2016,1116.4000244140625,149.49686830938057,24088.85,0.051557312
29-02-2016,1233.9000244140625,155.7549331706069,24088.85,0.10007066
31-03-2016,1234.199951171875,166.1483909795934,24088.85,0.000243043
30-04-2016,1289.199951171875,144.5425028729379,22924.96,0.043598886
31-05-2016,1214.800048828125,132.7701248955196,22924.96,-0.059442339
30-06-2016,1318.4000244140625,243.32659620827567,22924.96,0.081839404
31-07-2016,1349,236.51057571125872,33863.66,0.022944678534600846
31-08-2016,1306.9000244140625,143.46436994339595,33863.66,-0.031705638
30-09-2016,1313.300048828125,149.0268065225783,33863.66,0.004885151
31-10-2016,1271.5,134.09422716835587,30551.2,-0.032345785
30-11-2016,1170.800048828125,251.30675267028928,30551.2,-0.082509988
31-12-2016,1150,222.31778159315047,30551.2,-0.017925375
31-01-2017,1208.5999755859375,265.7668385737137,32886.18,0.049700702369878884
28-02-2017,1252.5999755859375,202.01731685953987,32886.18,0.035758727
31-03-2017,1247.300048828125,235.3637091395533,32886.18,-0.004240117
30-04-2017,1266.0999755859375,181.17933164547247,22192.55,0.014960036
31-05-2017,1272,165.9119857178677,22192.55,0.004649175
30-06-2017,1240.699951171875,169.6049249486137,22192.55,-0.024914768
31-07-2017,1266.5999755859375,149.18562600449573,18574.57,0.020660429
31-08-2017,1316.199951171875,140.9360126,18574.57,0.038412634
30-09-2017,1281.5,157.32442528998243,18574.57,-0.026717493
31-10-2017,1267,150.45022191715074,23726.95,-0.011379365
30-11-2017,1273.199951171875,155.7511213621478,23726.95,0.004881477
31-12-2017,1306.300048828125,149.42171166975663,23726.95,0.025665372814242568
31-01-2018,1339,151.57125468770363,19051.03,0.024724316
28-02-2018,1315.5,124.73604684089446,19051.03,-0.017706245
31-03-2018,1322.800048828125,168.4137768853526,19051.03,0.005533918
30-04-2018,1316.199951171875,157.60671193016788,18437.45,-0.005001979
31-05-2018,1300.0999755859375,175.85825692148785,18437.45,-0.012307594
30-06-2018,1251.300048828125,178.29741510783083,18437.45,-0.038258116
31-07-2018,1223.699951171875,223.6696373372461,20484.34,-0.022304034
31-08-2018,1200.300048828125,179.8973921347364,20484.34,-0.01930745
30-09-2018,1191.5,195.88937212453476,20484.34,-0.007358549
31-10-2018,1212.300048828125,221.67303100013268,21724.66,0.017306404491002396
30-11-2018,1220.199951171875,247.1760506316574,21724.66,0.006495318
31-12-2018,1278.300048828125,270.76432299287814,21724.66,0.046516368670421186
31-01-2019,1319.699951171875,263.21403120464834,29707.97,0.031873293
28-02-2019,1312.800048828125,205.59126331100137,29707.97,-0.005242103
31-03-2019,1293,250.9100788188552,29707.97,-0.015197198
30-04-2019,1282.800048828125,191.50628594784465,23832.26,-0.007919873
31-05-2019,1305.800048828125,241.38042665657133,23832.26,0.017770690263089667
30-06-2019,1409.699951171875,316.43269391973973,23832.26,0.076560964
31-07-2019,1426.0999755859375,262.09320767587207,25417.49,0.011566547483627048
31-08-2019,1519.0999755859375,317.6934073038617,25417.49,0.06317461
30-09-2019,1465.699951171875,273.72170325347525,25417.49,-0.035785127
31-10-2019,1511.4000244140625,258.3067631050034,27789.54,0.030703479
30-11-2019,1465.5999755859375,253.35125593838544,27789.54,-0.030771691
31-12-2019,1519.5,265.9843339649915,27789.54,0.036116635
31-01-2020,1582.9000244140625,227.88684930908389,27165.67,0.040877289758473906
29-02-2020,1564.0999755859375,230.4305529115652,27165.67,-0.01194806
31-03-2020,1583.4000244140625,356.86976636383446,27165.67,0.012263886084912546
30-04-2020,1684.199951171875,358.8345391234273,24050.38,0.061716195
31-05-2020,1736.9000244140625,431.57159335663465,24050.38,0.030811285
30-06-2020,1793,328.64842129493246,24050.38,0.031788265
31-07-2020,1962.800048828125,352.1671669533033,33481,0.090481855
31-08-2020,1967.5999755859375,301.53348577166264,33481,0.002442463
30-09-2020,1887.5,289.8992423256826,33481,-0.041561311
31-10-2020,1877.4000244140625,307.62362393943954,24511.59,-0.005365348
30-11-2020,1775.699951171875,368.2544442572227,24511.59,-0.05569317
31-12-2020,1893.0999755859375,295.50189598062104,24511.59,0.064021
31-01-2021,1847.300048828125,280.3907547734305,17911.83,-0.024490544
28-02-2021,1728.0999755859375,215.35126905827727,17911.83,-0.066702615
31-03-2021,1713.800048828125,215.22095656548993,17911.83,-0.008309369
30-04-2021,1767.300048828125,199.30939457825093,22550.07,0.030739830098244218
31-05-2021,1902.5,190.25419192285707,22550.07,0.073715825
30-06-2021,1770.800048828125,178.80952142330463,22550.07,-0.071737361
31-07-2021,1812.5999755859375,205.54849457115904,23529.34,0.023330815719562692
31-08-2021,1815,216.3593116911157,23529.34,0.001323203
30-09-2021,1755.300048828125,205.34779697247228,23529.34,-0.033445657
31-10-2021,1783,195.14062490250208,23117.64,0.015657529
30-11-2021,1773.5999755859375,227.90669882487373,23117.64,-0.005285973
31-12-2021,1827.5,265.9483116,23117.64,0.029937547087090434
31-01-2022,1795,231.8294846607024,22033.8,-0.017943891
28-02-2022,1899.4000244140625,191.77026898809112,22033.8,0.056533038
31-03-2022,1949.199951171875,329.9236084815771,22033.8,0.025880947
30-04-2022,1909.300048828125,302.8412988922405,25434.66,-0.020682299
31-05-2022,1842.699951171875,291.1975317041162,25434.66,-0.035504847
30-06-2022,1804.0999755859375,275.28889147696555,25434.66,-0.021170022
31-07-2022,1762.9000244140625,317.16138793904435,20214.25,-0.023101645
31-08-2022,1712.800048828125,256.99865325705207,20214.25,-0.028830707
30-09-2022,1662.4000244140625,281.86492361843864,20214.25,-0.029867131
31-10-2022,1635.9000244140625,301.13239025706434,26940.26,-0.01606923
30-11-2022,1746,332.2050885352769,26940.26,0.065134331
31-12-2022,1819.699951171875,263.2473616744507,26940.26,0.041344168086586086
31-01-2023,1929.5,247.09707167634508,19697.24,0.058589276491540034
28-02-2023,1828.9000244140625,243.23037244483533,19697.24,-0.053546195
31-03-2023,1969,310.58031188643247,19697.24,0.073811093
30-04-2023,1990.0999755859375,231.63011021101985,23722.65,0.010659077
31-05-2023,1963.9000244140625,228.4435993867984,23722.65,-0.013252572
30-06-2023,1921.0999755859375,229.74536588482644,23722.65,-0.022034379
31-07-2023,1970.5,226.33462970980705,22050.81,0.025389392
31-08-2023,1938.199951171875,210.91670055468924,22050.81,-0.016527636
30-09-2023,1848.0999755859375,243.94021319155516,22050.81,-0.047601611
31-10-2023,1985.199951171875,225.8919682053652,17744.12,0.071561569
30-11-2023,2038.0999755859375,246.52665780599872,17744.12,0.026298349196287204
31-12-2023,2062.399902,255.55434554080185,17744.12,0.011852316520641965
31-01-2024,2048.399902,229.47336508504023,16396.19,-0.006811353
29-02-2024,2045.699951171875,197.12968551987828,16396.19,-0.001318948
31-03-2024,2217.399902,176.8915602,16396.19,0.080595289
30-04-2024,2291.399902,185.57159416120365,14389.5,0.032827648
31-05-2024,2322.899902,202.91938334101764,14389.5,0.013653421179197257
30-06-2024,2327.699951171875,214.72508933901352,14389.5,0.002064272
31-07-2024,2426.5,232.2156788289708,16702.59,0.041569255
31-08-2024,2493.800048828125,225.37832540237943,16702.59,0.027357781297022567
30-09-2024,2636.100098,223.00710448148527,16702.59,0.055492918073343334
31-10-2024,2738.300048828125,223.6408690464788,23229.74,0.038036718
